License.Number,Facility.Name,address,Phone,Facility.Type,Permit.Type,latitude,longitude,Website
5155138,EDGERTON COURT HEAD START,1605 DIAL  ST  SMITHFIELD NC 27577,(919) 934-1628,Center,Four Star Center License,35.51446572,-78.32310439,https://ncchildcare.ncdhhs.gov/childcaresearch
60000670,EDNA'S KIDS DAY CARE HOME,7308 HERONWOOD LN CHARLOTTE NC 28227,(704) 532-8395,Center,Four Star Center License,35.22345269,-80.70728402,https://ncchildcare.ncdhhs.gov/childcaresearch
45000121,EDNEYVILLE PSAM- PSPM-PLUS,2875 PACE  RD  HENDERSONVILLE NC 28792,(828) 435-3190,Center,Five Star Center License,35.37368315,-82.36828797,https://ncchildcare.ncdhhs.gov/childcaresearch
79000252,EDU CARE ACADEMY II,247 DAN VALLEY RD MAYODAN NC 27027,"
(336) 427-5550",Center,Three Star Center License,36.41158243,-79.94068252,https://ncchildcare.ncdhhs.gov/childcaresearch
70000308,"EDU CARE LEARNING CENTER, INC.",906 OAK STUMP RD ELIZABETH CITY NC 27909,"
(252) 335-5900",Center,Five Star Center License,36.28388433,-76.25491774,https://ncchildcare.ncdhhs.gov/childcaresearch
79000230,EDU-CARE ACADEMY INC.,200 N AYERSVILLE  RD  MAYODAN NC 27027,"
(336) 427-8800",Center,Three Star Center License,36.41556839,-79.97767064,https://ncchildcare.ncdhhs.gov/childcaresearch
2455045,EDU-CARE PRESCHOOL CENTER,10741 JAMES B WHITE HWY S WHITEVILLE NC 28472,(910) 653-5506,Center,Five Star Center License,34.19969179,-78.76568443,https://ncchildcare.ncdhhs.gov/childcaresearch
24000148,EDU-CARE PRESCHOOL CENTER #102,4881 CHADBOURN HWY WHITEVILLE NC 28472,(910) 654-4810,Center,Five Star Center License,34.32823116,-78.7868079,https://ncchildcare.ncdhhs.gov/childcaresearch
94000133,EDUCARE LEARNING CENTER INC,2381 NC HWY 45 S PLYMOUTH NC 27962,"
(252) 791-0552",Center,Four Star Center License,35.85180629,-76.73112504,https://ncchildcare.ncdhhs.gov/childcaresearch
34000414,EDUCATING ANGELS CHILD CARE CENTER,5909 GERMANTON RD WINSTON-SALEM NC 27105,"
(336) 602-1928",Center,Four Star Center License,36.20417102,-80.25217446,https://ncchildcare.ncdhhs.gov/childcaresearch
53000334,EDUCATION STATION,1618 DEEP RIVER RD SANFORD NC 27330,(919) 292-6404,Center,Five Star Center License,35.56607189,-79.16822497,https://ncchildcare.ncdhhs.gov/childcaresearch
92003369,EDUCATIONAL JOURNEYS,3601 HARDEN  RD  RALEIGH NC 27607,(919) 755-1150,Center,One Star Center License,35.81303092,-78.70102497,https://ncchildcare.ncdhhs.gov/childcaresearch
41001623,EDUCATIONAL PLAYTIME,2116 LEE'S CHAPEL  RD  GREENSBORO NC 27405,"
(336) 375-1959",Center,Four Star Center License,36.1442711,-79.76273536,https://ncchildcare.ncdhhs.gov/childcaresearch
41002254,EDUCATIONAL PLAYTIME TOO! INC,2300 SPRING GARDEN  ST  GREENSBORO NC 27403,"
(336) 315-8547",Center,Five Star Center License,36.06403323,-79.8302543,https://ncchildcare.ncdhhs.gov/childcaresearch
35000151,EDWARD BEST ELEMENTARY PRE-K,4011 HWY 56 E LOUISBURG NC 27549,(919) 853-2347,Center,Five Star Center License,36.09466728,-78.1616404,https://ncchildcare.ncdhhs.gov/childcaresearch
44000003,EDWINA G. HALL HEAD START,384 JONES COVE RD CLYDE NC 28721,(828) 627-0060,Center,Five Star Center License,35.52760656,-82.93977726,https://ncchildcare.ncdhhs.gov/childcaresearch
68000372,EFLAND CHEEKS ELEMENTARY PRE-K,4401 FULLER  RD  EFLAND NC 27243,(919) 563-5112,Center,Five Star Center License,36.08239835,-79.18730043,https://ncchildcare.ncdhhs.gov/childcaresearch
70000021,EIC PASQUOTANK/CAMDEN HEAD START CENTER,409 BANK  ST  ELIZABETH CITY NC 27909,"
(252) 335-7698",Center,Five Star Center License,36.30805524,-76.22503197,https://ncchildcare.ncdhhs.gov/childcaresearch
74000817,EILENE'S AFTERSCHOOL CARE,2311 S MEMORIAL DR GREENVILLE NC 27834,"
(252) 364-2842",Center,Three Star Center License,35.59699738,-77.39523181,https://ncchildcare.ncdhhs.gov/childcaresearch
74000637,"EILENE'S CHILD CARE, LLC #2",2313 S MEMORIAL DR GREENVILLE NC 27834,"
(252) 364-2844",Center,Three Star Center License,35.59688609,-77.39524157,https://ncchildcare.ncdhhs.gov/childcaresearch
32001464,EK POWE SAC CLUB,913 NINTH  ST  DURHAM NC 27705,(919) 287-5691,Center,Four Star Center License,36.01210546,-78.92196591,https://ncchildcare.ncdhhs.gov/childcaresearch
60003506,ELEVATION CHURCH,11416 E INDEPENDENCE BLVD MATTHEWS NC 28105,(704) 246-0800,Center,GS 110-106,35.11675286,-80.69573202,https://ncchildcare.ncdhhs.gov/childcaresearch
26002400,ELFLAND DAY CARE & FUN LEARNING CENTER,1301 HOPE MILLS  RD  FAYETTEVILLE NC 28304,(910) 764-7764,Center,Four Star Center License,35.02656331,-78.96093381,https://ncchildcare.ncdhhs.gov/childcaresearch
1155068,ELIADA CHILD DEVELOPMENT,2 COMPTON DR ASHEVILLE NC 28806,"
(828) 259-5374",Center,Five Star Center License,35.59447376,-82.61782994,https://ncchildcare.ncdhhs.gov/childcaresearch
26002210,ELIZABETH CASHWELL ELEMENTARY,2970 LEGION RD FAYETTEVILLE NC 28306,(910) 483-7370,Center,Four Star Center License,35.00547544,-78.91467045,https://ncchildcare.ncdhhs.gov/childcaresearch
23000497,ELIZABETH ELEMENTARY SCHOOL,220 S POST  RD  SHELBY NC 28152,(704) 476-8371,Center,Five Star Center License,35.2799102,-81.49352401,https://ncchildcare.ncdhhs.gov/childcaresearch
60004251,Elizabeth Lane Elementary ASEP,121 ELIZABETH LN MATTHEWS NC 28105,"
(908) 343-5505",Center,Four Star Center License,35.11252386,-80.74902006,https://ncchildcare.ncdhhs.gov/childcaresearch
60002238,ELIZABETH TRADITIONAL ELEMENTARY ASEP,1601 PARK DR CHARLOTTE NC 28204,(980) 343-5475,Center,Five Star Center License,35.21585543,-80.82645081,https://ncchildcare.ncdhhs.gov/childcaresearch
9000144,ELIZABETHTOWN CHRISTIAN EDUCATIONAL MINISTRIES,1800 W B RD   ST  ELIZABETHTOWN NC 28337,(910) 862-3427,Center,GS 110-106,34.61654487,-78.58723643,https://ncchildcare.ncdhhs.gov/childcaresearch
9000154,ELIZABETHTOWN HEAD START,601 DAVID  ST  ELIZABETHTOWN NC 28337,(910) 862-3880,Center,Three Star Center License,34.62071116,-78.59966599,https://ncchildcare.ncdhhs.gov/childcaresearch
9000091,ELIZABETHTOWN PRIMARY PRE K,301 MERCER MILL  RD  ELIZABETHTOWN NC 28337,"
(910) 862-3380",Center,Five Star Center License,34.62144832,-78.60541736,https://ncchildcare.ncdhhs.gov/childcaresearch
86000258,ELKIN ELEMENTARY PRESCHOOL,135 OLD VIRGINIA  RD  ELKIN NC 28621,"
(336) 835-2756",Center,Five Star Center License,36.24609453,-80.85432248,https://ncchildcare.ncdhhs.gov/childcaresearch
92000489,ELLA'S PRIVATE DAY CARE,100 LUMPKIN ST RALEIGH NC 27610,(919) 836-8985,Center,Three Star Center License,35.77738523,-78.6132908,https://ncchildcare.ncdhhs.gov/childcaresearch
9255432,"ELLEN BREWER INFANT- TODDLER LAB
HOME",3800 HILLSBOROUGH  ST  RALEIGH NC 27607,(919) 760-8628,Center,Five Star Center License,35.79442026,-78.68885105,https://ncchildcare.ncdhhs.gov/childcaresearch
81000229,ELLENBORO ELEMENTARY PRESCHOOL,831 PINEY MOUNTAIN CHURCH  RD  ELLENBORO NC 28040,(828) 453-8185,Center,Five Star Center License,35.34793562,-81.77084734,https://ncchildcare.ncdhhs.gov/childcaresearch
41001980,ELM STREET EARLY LEARNING CENTER,1207 S ELM  ST  GREENSBORO NC 27406,"
(336) 369-0611",Center,Five Star Center License,36.05645152,-79.79131912,https://ncchildcare.ncdhhs.gov/childcaresearch
60002986,ELON PARK ELEMENTARY ASEP,11425 AUDREY KELL  RD  CHARLOTTE NC 28277,(980) 343-1440,Center,Five Star Center License,35.02245508,-80.84550557,https://ncchildcare.ncdhhs.gov/childcaresearch
91000198,EM ROLLINS ELEMENTARY PRE-K,1600 S GARNETT  ST  HENDERSON NC 27536,"
(252) 438-2189",Center,Five Star Center License,36.31822242,-78.41851505,https://ncchildcare.ncdhhs.gov/childcaresearch
1000427,EM YODER ELEMENTARY PRE-K,301 N CHARLES  ST  MEBANE NC 27302,(919) 563-3722,Center,Five Star Center License,36.09965206,-79.27393244,https://ncchildcare.ncdhhs.gov/childcaresearch
54000354,"EMBRACING KIDS CHILD CARE CENTER, LLC",1802 OLD SNOW HILL  RD  KINSTON NC 28501,"
(252) 643-0047",Center,Four Star Center License,35.28280821,-77.57677328,https://ncchildcare.ncdhhs.gov/childcaresearch
7059000,EMMANUEL BAPTIST CHURCH DAY CARE CENTER,109 CHADBURN AVE ELIZABETH CITY NC 27909,"
(252) 335-1617",Center,GS 110-106,36.30485869,-76.23919538,https://ncchildcare.ncdhhs.gov/childcaresearch
90000377,EMMANUEL CHILD CARE CENTER,3816 MORGAN MILL  RD  MONROE NC 28110,(704) 226-1200,Center,Five Star Center License,35.04260248,-80.50281313,https://ncchildcare.ncdhhs.gov/childcaresearch
1155052,EMMANUEL LUTHERAN SCHOOL,51 WILBURN PLACE ASHEVILLE NC 28806,"
(828) 281-8182",Center,Four Star Center License,35.58524508,-82.60305113,https://ncchildcare.ncdhhs.gov/childcaresearch
94000108,EMONNIE'S LITTLE ANGELS,904 JEFFERSON  ST  PLYMOUTH NC 27962,"
(252) 793-6680",Center,Three Star Center License,35.85519033,-76.74625056,https://ncchildcare.ncdhhs.gov/childcaresearch
24000146,ENCHANTING TREE LEARNING CENTER,1779 NEW BRITTON HWY WHITEVILLE NC 28472,(910) 642-5319,Center,Three Star Center License,34.28263221,-78.69895973,https://ncchildcare.ncdhhs.gov/childcaresearch
64000450,ENGLEWOOD BAPTIST CHURCH WEEKDAY PRESCHOOL,1350 S WINSTEAD AVE ROCKY MOUNT NC 27803,"
(252) 937-9829",Center,GS 110-106,35.94664552,-77.84834951,https://ncchildcare.ncdhhs.gov/childcaresearch
60004185,ENLIGHTEN LEGACY LEARNING CENTER I,2017 BENTLEY PLACE CHARLOTTE NC 28205,(980) 335-1815,Center,Four Star Center License,35.2257024,-80.77833208,https://ncchildcare.ncdhhs.gov/childcaresearch
32001475,ENO VALLEY SAC CLUB,117 MILTON  RD  DURHAM NC 27712,(919) 287-5675,Center,Four Star Center License,36.0887417,-78.91356275,https://ncchildcare.ncdhhs.gov/childcaresearch
34001390,ENRICHKIDS ACADEMY,5016 OLD WALKERTOWN  RD  WINSTON-SALEM NC 27105,"
(336) 830-8009",Center,Three Star Center License,36.15785361,-80.20297809,https://ncchildcare.ncdhhs.gov/childcaresearch
68000337,EPHESUS ELEMENTARY PRE-K/HEAD START,1495 EPHESUS CHURCH RD CHAPEL HILL NC 27514,(919) 918-2153,Center,Five Star Center License,35.93250829,-79.01608139,https://ncchildcare.ncdhhs.gov/childcaresearch
34000469,EPHESUS LEARNING CENTER,1225 N CLEVELAND AVE WINSTON-SALEM NC 27101,"
(336) 724-1997",Center,Four Star Center License,36.11044834,-80.2305774,https://ncchildcare.ncdhhs.gov/childcaresearch
6855080,EPHESUS SCHOOL-AGE CARE PROGRAM,1495 EPHESUS CHURCH  RD  CHAPEL HILL NC 27516,"
(919) 929-8715",Center,Five Star Center License,35.93250829,-79.01608139,https://ncchildcare.ncdhhs.gov/childcaresearch
34000157,EPIPHANY EARLY CHILDHOOD CENTER,5220 SILAS CREEK PKWY WINSTON-SALEM NC 27106,"
(336) 768-2140",Center,Five Star Center License,36.10846831,-80.30655192,https://ncchildcare.ncdhhs.gov/childcaresearch
29000762,EPIPHANY EARLY LEARNING CENTER LLC,1004 BALL PARK  RD  THOMASVILLE NC 27360,"
(336) 481-9070",Center,Three Star Center License,35.90582865,-80.08681634,https://ncchildcare.ncdhhs.gov/childcaresearch
6355108,EPISCOPAL DAY SCHOOL PRE-K,340 E MASSACHUSETTS AVE SERN PINES NC 28387,"
(910) 692-3492",Center,GS 110-106,35.1695104,-79.3921568,https://ncchildcare.ncdhhs.gov/childcaresearch
9251970,ERNEST MYATT CHILDREN'S DEVELOPMENT CENTER,4926 FAYETTEVILLE  RD  RALEIGH NC 27603,(919) 779-0316,Center,Five Star Center License,35.71346366,-78.65728656,https://ncchildcare.ncdhhs.gov/childcaresearch
43000621,ERWIN ELEMENTARY,405 DENIM DR ERWIN NC 28339,(910) 897-7178,Center,Five Star Center License,35.32689851,-78.67095152,https://ncchildcare.ncdhhs.gov/childcaresearch
68000499,ERWIN ROAD MONTESSORI SCHOOL,735 ERWIN RD CHAPEL HILL NC 27707,"
(919) 265-7809",Center,Prov License,35.98008996,-79.00014552,https://ncchildcare.ncdhhs.gov/childcaresearch
53000316,ESTELLE'S CHILDCARE,1112 WOODLAND AVE SANFORD NC 27330,(919) 718-6705,Center,Four Star Center License,35.46785481,-79.16843471,https://ncchildcare.ncdhhs.gov/childcaresearch
53000346,ESTELLE'S CHILDCARE II,3009 CAMERON DR SANFORD NC 27330,(919) 776-0020,Center,Five Star Center License,35.44548575,-79.14722873,https://ncchildcare.ncdhhs.gov/childcaresearch
68000393,ESTES CHILDREN'S COTTAGE,200 N ESTES DR CHAPEL HILL NC 27514,"
(919) 942-8485",Center,Five Star Center License,35.93092451,-79.03778093,https://ncchildcare.ncdhhs.gov/childcaresearch
68000492,ESTES HILLS PREK,500 N ESTES DR CHAPEL HILL NC 27514,"
(919) 918-2153",Center,Five Star Center License,35.93467061,-79.04320385,https://ncchildcare.ncdhhs.gov/childcaresearch
6855099,ESTES HILLS SCHOOL- AGE CARE PROGRAM,500 ESTES DR CHAPEL HILL NC 27514,"
(919) 967-8211",Center,Five Star Center License,35.93467061,-79.04320385,https://ncchildcare.ncdhhs.gov/childcaresearch
48000006,ETHEL F. WHITAKER HYDE HEAD START,33480 US HWY 264 ENGELHARD NC 27824,"
(252) 925-1902",Center,Five Star Center License,35.51329035,-76.02215747,https://ncchildcare.ncdhhs.gov/childcaresearch
45000240,ETOWAH PSAM-PSPM- PLUS,320 ETOWAH SCHOOL  RD  ETOWAH NC 28729,(828) 890-1115,Center,Four Star Center License,35.31462108,-82.58857884,https://ncchildcare.ncdhhs.gov/childcaresearch
2955045,EVANS CHILD DEVELOPMENT CENTER,3844 HWY 8 S LEXINGTON NC 27292,"
(336) 357-7126",Center,Four Star Center License,35.76057612,-80.26305703,https://ncchildcare.ncdhhs.gov/childcaresearch
60003902,EVERBROOK ACADEMY,16825 MARVIN  RD  CHARLOTTE NC 28277,(980) 264-5965,Center,Five Star Center License,35.02619603,-80.83784234,https://ncchildcare.ncdhhs.gov/childcaresearch
92003704,EVERBROOK ACADEMY,11370 COMMON OAKS BLVD RALEIGH NC 27614,"
(919) 263-7575",Center,Five Star Center License,35.95210758,-78.54290428,https://ncchildcare.ncdhhs.gov/childcaresearch
92003847,EVERBROOK ACADEMY,1005 VISION DR APEX NC 27523,(919) 367-6811,Center,Two Star Center License,35.74901948,-78.88261115,https://ncchildcare.ncdhhs.gov/childcaresearch
92003614,EVERBROOK ACADEMY,1001 OLIVE CHAPEL  RD  APEX NC 27502,"
(919) 446-4304",Center,Five Star Center License,35.73708164,-78.87217541,https://ncchildcare.ncdhhs.gov/childcaresearch
90000508,EVERBROOK ACADEMY,2925 PROVIDENCE  RD  WAXHAW NC 28173,(704) 709-1367,Center,Three Star Center License,34.96120148,-80.7609167,https://ncchildcare.ncdhhs.gov/childcaresearch
42000237,"EVERETTS ELEMENTARY
S.T.E.M. ACADEMY",4391 HWY 158 ROANOKE RAPIDS NC 27870,"
(252) 519-0300",Center,Five Star Center License,36.44544263,-77.749376,https://ncchildcare.ncdhhs.gov/childcaresearch
74000779,"EVERY CHILD GIFTED' LEARNING CAMPS - 4
- KIDS",5048 NC 33 W TARBORO NC 27886,"
(252) 341-9221",Center,Four Star Center License,35.72555708,-77.49590904,https://ncchildcare.ncdhhs.gov/childcaresearch
11000907,EVOLVE EARLY LEARNING,5 A WOODLAND DR ASHEVILLE NC 28806,"
(828) 367-5077",Center,Five Star Center License,35.5719923,-82.62150989,https://ncchildcare.ncdhhs.gov/childcaresearch
41001423,EWO EARLY CHILDHOOD DEVELOPMENT CENTER,1815 WATER  ST  GREENSBORO NC 27405,"
(336) 275-6518",Center,GS 110-106,36.10188069,-79.75889197,https://ncchildcare.ncdhhs.gov/childcaresearch
1000604,EXCEL CHRISTIAN ACADEMY,825 APPLE ST BURLINGTON NC 27217,"
(336) 229-1982",Center,Five Star Center License,36.10545899,-79.42713932,https://ncchildcare.ncdhhs.gov/childcaresearch
25000602,EXCEL LEARNING CENTERS #1,440 PIRATES  RD  NEW BERN NC 28562,"
(252) 288-5181",Center,Five Star Center License,35.08464425,-77.14848209,https://ncchildcare.ncdhhs.gov/childcaresearch
67001182,EXCEL LEARNING CENTERS #10,188 NW CORRIDOR BLVD JACKSONVILLE NC 28540,"
(910) 478-9940",Center,Five Star Center License,34.78067564,-77.48623822,https://ncchildcare.ncdhhs.gov/childcaresearch
67001184,EXCEL LEARNING CENTERS #11,168 QUEEN'S CREEK  RD  SWANSBORO NC 28584,"
(910) 325-0124",Center,Five Star Center License,34.70009612,-77.1586196,https://ncchildcare.ncdhhs.gov/childcaresearch
67001186,EXCEL LEARNING CENTERS #12,2965 HENDERSON DR JACKSONVILLE NC 28546,(910) 455-0979,Center,Five Star Center License,34.78976735,-77.42081078,https://ncchildcare.ncdhhs.gov/childcaresearch
65001041,EXCEL LEARNING CENTERS #3,165 VISION DR WILMINGTON NC 28403,"
(910) 793-4884",Center,Five Star Center License,34.24390039,-77.85814608,https://ncchildcare.ncdhhs.gov/childcaresearch
16000212,EXCEL LEARNING CENTERS #4,601 N 35TH  ST  MOREHEAD CITY NC 28557,"
(252) 247-1866",Center,Five Star Center License,34.73355464,-76.75407757,https://ncchildcare.ncdhhs.gov/childcaresearch
10000297,EXCEL LEARNING CENTERS #5,111 THOMAS GARST LN LELAND NC 28451,(910) 383-2203,Center,Five Star Center License,34.2334714,-77.99339564,https://ncchildcare.ncdhhs.gov/childcaresearch
25000604,EXCEL LEARNING CENTERS #6,610 FONTANA BLVD HAVELOCK NC 28562,"
(252) 444-5309",Center,Five Star Center License,34.88234584,-76.88963267,https://ncchildcare.ncdhhs.gov/childcaresearch
25000600,EXCEL LEARNING CENTERS #7,2450 NEUSE BLVD NEW BERN NC 28562,"
(252) 633-2505",Center,Five Star Center License,35.11694687,-77.0752597,https://ncchildcare.ncdhhs.gov/childcaresearch
67001178,EXCEL LEARNING CENTERS #8,1 OFFICE PARK DR JACKSONVILLE NC 28546,"
(910) 577-3207",Center,Five Star Center License,34.76079436,-77.3786803,https://ncchildcare.ncdhhs.gov/childcaresearch
67001180,EXCEL LEARNING CENTERS #9,160 HUFF DR JACKSONVILLE NC 28546,"
(910) 577-5100",Center,Five Star Center License,34.76066618,-77.37919333,https://ncchildcare.ncdhhs.gov/childcaresearch
96000640,"Executive Kidz Child Care Center, Inc.",1138 TOMMYS  RD  GOLDSBORO NC 27532,(919) 330-4950,Center,Temporary License,35.41506192,-77.93791331,https://ncchildcare.ncdhhs.gov/childcaresearch
92002826,EXECUTIVE PARK LEARNING CENTER,1147 EXECUTIVE CIRCLE CARY NC 27511,"
(919) 469-4114",Center,Five Star Center License,35.76628125,-78.78087641,https://ncchildcare.ncdhhs.gov/childcaresearch
60004191,EYES OF ANGELS CHILDCARE SERVICE,2600 ELMIN ST CHARLOTTE NC 28208,(704) 398-0184,Center,Four Star Center License,35.21272711,-80.90386887,https://ncchildcare.ncdhhs.gov/childcaresearch
29000639,FAIR GROVE PRESCHOOL,217 CEDAR LODGE  RD  THOMASVILLE NC 27360,"
(336) 472-7020",Center,Five Star Center License,35.84975712,-80.07911153,https://ncchildcare.ncdhhs.gov/childcaresearch
4000223,FAIR'S CHILD CARE CENTER,54 LINDSEY CT MORVEN NC 28119,(704) 851-3211,Center,Four Star Center License,34.81438379,-80.0279775,https://ncchildcare.ncdhhs.gov/childcaresearch
68000326,FAIRVIEW CHILD AND FAMILY CENTER,125 LAWNDALE DR HILLSBOROUGH NC 27278,"
(919) 643-4000",Center,Five Star Center License,36.08867443,-79.1052752,https://ncchildcare.ncdhhs.gov/childcaresearch
92003237,FAIRVIEW CHILDREN'S CENTER,4309 TEN TEN  RD  APEX NC 27539,(919) 362-0052,Center,Five Star Center License,35.69639402,-78.77361113,https://ncchildcare.ncdhhs.gov/childcaresearch
4955024,FAIRVIEW CHURCH KIDS CARE,349 TURNERSBURG HWY STATESVILLE NC 28625,"
(704) 873-2605",Center,Four Star Center License,35.82212711,-80.87571228,https://ncchildcare.ncdhhs.gov/childcaresearch
41002117,FAIRVIEW ELEMENTARY NC PRE-K PROGRAM,608 FAIRVIEW  ST  HIGH POINT NC 27260,"
(336) 819-2890",Center,Five Star Center License,35.94820401,-80.00676906,https://ncchildcare.ncdhhs.gov/childcaresearch
77000129,FAIRVIEW HEIGHTS PRE-K,104 HAMILTON AVE HAMLET NC 28345,(910) 582-7900,Center,Five Star Center License,34.88950367,-79.71185724,https://ncchildcare.ncdhhs.gov/childcaresearch
60001494,FAIRYLAND ACADEMY,2300 EWAY DR CHARLOTTE NC 28205,(704) 536-4006,Center,Four Star Center License,35.22606132,-80.77685631,https://ncchildcare.ncdhhs.gov/childcaresearch
60002628,"FAIRYLAND INSTITUTE OF EARLY LEARNING, INC. AFTERS",2415 EWAY DR CHARLOTTE NC 28205,(704) 563-5656,Center,Five Star Center License,35.22420782,-80.77798459,https://ncchildcare.ncdhhs.gov/childcaresearch
60002629,"FAIRYLAND INSTITUTE OF EARLY LEARNING, INC. PRESCH",2423 EWAY DR CHARLOTTE NC 28205,(704) 563-5656,Center,Four Star Center License,35.22410641,-80.77805557,https://ncchildcare.ncdhhs.gov/childcaresearch
41001171,FAITH & LOVE CHILDCARE ENRICHMENT CENTER,809 GREENSBORO  RD  HIGH POINT NC 27260,"
(336) 887-4521",Center,Four Star Center License,35.98741945,-79.96715465,https://ncchildcare.ncdhhs.gov/childcaresearch
82000118,FAITH ACADEMY INC,2337 HB LEWIS RD CLINTON NC 28328,(910) 592-7647,Center,Five Star Center License,35.0387302,-78.31857474,https://ncchildcare.ncdhhs.gov/childcaresearch
32002299,FAITH ASSEMBLY CHRISTIAN CHILDCARE,3120 FAYETTEVILLE  ST ` DURHAM NC 27707,(919) 687-2763,Center,Prov GS 110-106,35.9623631,-78.90864553,https://ncchildcare.ncdhhs.gov/childcaresearch
2659002,FAITH CARE CHILDREN'S CENTER,2922 LEGION RD FAYETTEVILLE NC 28306,(910) 424-5908,Center,Four Star Center License,35.00609907,-78.91408434,https://ncchildcare.ncdhhs.gov/childcaresearch
49000521,"FAITH CHILD ENRICHMENT CENTER, INC.",620 HACKETT  ST  STATESVILLE NC 28677,(704) 872-6240,Center,Five Star Center License,35.79471916,-80.89485806,https://ncchildcare.ncdhhs.gov/childcaresearch
41002171,FAITH CHRISTIAN ACADEMY,512 KIVETT DAIRY  RD  MCLEANSVILLE NC 27301,"
(336) 763-2740",Center,GS 110-106,36.06359485,-79.65243589,https://ncchildcare.ncdhhs.gov/childcaresearch
76000502,FAITH CHRISTIAN PRESCHOOL-BENNETT,8454 HOWARD MILL RD RAMSEUR NC 27208,"
(336) 824-4156",Center,GS 110-106,35.5188206,-79.56657521,https://ncchildcare.ncdhhs.gov/childcaresearch
7659000,FAITH CHRISTIAN SCHOOL DAY CARE,1382 GREENFIELD  ST  RAMSEUR NC 27316,"
(336) 824-4156",Center,GS 110-106,35.7071519,-79.63133974,https://ncchildcare.ncdhhs.gov/childcaresearch
29000535,FAITH DAY CARE CENTER,1078 GUMTREE  RD  WINSTON-SALEM NC 27107,"
(336) 764-2336",Center,GS 110-106,35.98276805,-80.21174191,https://ncchildcare.ncdhhs.gov/childcaresearch
1359000,FAITH NURSERY SCHOOL,904 CHIPOLA  ST  KANNAPOLIS NC 28083,(704) 933-7586,Center,GS 110-106,35.49439581,-80.60924669,https://ncchildcare.ncdhhs.gov/childcaresearch
4155156,FAITH WESLEYAN CHILDREN'S ACADEMY,4425 REHOBETH CHURCH  RD  GREENSBORO NC 27406,"
(336) 294-4742",Center,GS 110-106,36.00531955,-79.81872458,https://ncchildcare.ncdhhs.gov/childcaresearch
41001371,FALKENER ELEMENTARY PRESCHOOL,3931 NACO  RD  GREENSBORO NC 27401,"
(336) 370-8150",Center,Four Star Center License,36.0804809,-79.73968743,https://ncchildcare.ncdhhs.gov/childcaresearch
99000062,FALL CREEK OUT-OF-,2720 SMITHTOWN  RD  E BEND NC 27018,(336) 551-1126,Center,Five Star Center License,36.22972375,-80.59030769,https://ncchildcare.ncdhhs.gov/childcaresearch
99000120,FALL CREEK PRESCHOOL,2720 SMITHTOWN  RD  E BEND NC 27018,"
(336) 699-8257",Center,Five Star Center License,36.22972375,-80.59030769,https://ncchildcare.ncdhhs.gov/childcaresearch
92003875,FALLS ACADEMY,529 BETHLEHEM  RD  KNIGHTDALE NC 27545,"
(919) 848-3675",Center,Four Star Center License,35.77901805,-78.49015247,https://ncchildcare.ncdhhs.gov/childcaresearch
34001423,"Family Services Inc., At IGC",114 W 30TH  ST   WINSTON-SALEM NC 27105,"
(336) 727-0617",Center,Five Star Center License,36.12838432,-80.24790245,https://ncchildcare.ncdhhs.gov/childcaresearch
34000227,"FAMILY SERVICES, INC. AT KERNERSVILLE",512 W MOUNTAIN ST KERNERSVILLE NC 27284,"
(336) 996-1998",Center,Five Star Center License,36.1251227,-80.07972725,https://ncchildcare.ncdhhs.gov/childcaresearch
34001363,"Family Services, Inc. At Washington Park",1411 S B RD   ST  WINSTON-SALEM NC 27127,"
(336) 727-0617",Center,Five Star Center License,36.07745086,-80.24368405,https://ncchildcare.ncdhhs.gov/childcaresearch
34001155,"FAMILY SERVICES, INC. AT WSSU",601 S MARTIN LUTHER KING JR DR WINSTON-SALEM NC 27101,"
(336) 750-2411",Center,Five Star Center License,36.08848124,-80.22604428,https://ncchildcare.ncdhhs.gov/childcaresearch
62000037,FAMILY WORSHIP MINISTRIES LEARNING CENTER,401 TROY CANDOR RD TROY NC 27371,"
(910) 576-1616",Center,GS 110-106,35.35364007,-79.88326195,https://ncchildcare.ncdhhs.gov/childcaresearch
24000077,FARMER'S UNION DEVELOPMENTAL DAY CARE,905 FARMERS UNION RD CLARKTON NC 28433,(910) 647-2291,Center,Four Star Center License,34.41247828,-78.62552374,https://ncchildcare.ncdhhs.gov/childcaresearch
54000328,"FARMER-N-DELL LEARNING CENTER, LLC",1320 AIRPORT  RD  KINSTON NC 28504,"
(252) 522-4525",Center,Five Star Center License,35.31007242,-77.59316358,https://ncchildcare.ncdhhs.gov/childcaresearch
26001050,FARMERS DAY CARE,917 SPELLMAN DR FAYETTEVILLE NC 28311,(910) 527-6501,Center,Four Star Center License,35.1152108,-78.92353507,https://ncchildcare.ncdhhs.gov/childcaresearch
74000847,FARMVILLE HEAD START CENTER,4280 ANDERSON AVE FARMVILLE NC 27828,"
(252) 753-8036",Center,Five Star Center License,35.58545277,-77.58917149,https://ncchildcare.ncdhhs.gov/childcaresearch
24000131,FAULK KIDLAND CHILDCARE CENTER,1545 SANDY PLAINS CHURCH  RD  TABOR CITY NC 28463,"
(910) 653-2584",Center,Five Star Center License,34.07855985,-78.79438588,https://ncchildcare.ncdhhs.gov/childcaresearch
